format version:	1.3														
date:	2/24/2013														
															
Calcareous Nannofossils w/images	:	Tropical and Mid-latitude Calcareous Nannofossils w/img	Boreal Nannofossils w/img		"NEW CENOZOIC (low and middle latitudes) = Backman-Agnini et al. (2012; 2014) -- Low and middle latitudes.  Neogene-Olig = direct astronomical age; Eocene-Paleocene = proportions within C19r-C29r  NEOGENE = mainly Lourens et al. (GTS2004 tables); PALEOGENE = Composite of ODP studies, plus Berggren et al. (1995a, b) -- reviewed and enhanced by Paul Bown, June 2011.  Late CRETACEOUS = mainly Late Cret. working group (London, June2011), which modified Burnett (1999) and Erba et al (1995) as tabulated by ODP Leg 171B Init. Repts. (Table 2, p. 17-18).  Middle and Early CRETACEOUS = compiled by Jim Bergen, based on publications by Tim Bralower et al (1995),  J. Bergen (1994) and Eric de Kaenel. Tethyan Early-Middle Jur zones from Mattioli and Erba (1999);  Late Jur zones from Casellato, 2011. See NannoTax links for individual taxa images, etc."										
	"Cribrosphaerella daniae (oldest possible) <img align=""middle"" height=""40"" src=""Cribrosphaerella daniae_SEM.png"">"	66.76		"Cribrosphaerella daniae (oldest possible): <br><br>Burnett'98 schematically shows as about middle of B. baltica / danica Belemnite Zone (NW Europe); but Voight et al. (submitted to EPSL) show base 20d slightly older relative to German belemnites, and correlates via C-13 to about Chron C30n.8 at Gubbio (used here).  SEPM'98 assigned FAD as 3/10 up between top of J. nebrascensis Z. and end of Maastrichtian for Boreal, but synchronous with N. frequens in Tethys (von Salis SEPM98).<br><br>Cribrosphaerella daniae (oldest possible)<br><img align=""middle"" src=""Cribrosphaerella daniae_SEM.png""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Cribrosphaerella_daniae.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Podorhabdales/Axopodorhabdaceae/Cribrosphaerella/Cribrosphaerella%20daniae"">Cribrosphaerella daniae (oldest possible)</a> ].  <br><br>"											
	"Micula prinsii <img align=""middle"" height=""40"" src=""Micula_prinsii.jpg"">"	67.3		"Micula prinsii: <br><br>CC26b (or NC20d) begins with FAD of M. prinsii = Lower Chron 29r -- Huber et al'08 say ""average mean"" of 66.79 relative to GTS04 (= C30n.5, used here), although they had a misleading 65.79 ""average mean"" in their comment, which Brian Huber corrected for J.Ogg (June'11).  Leg 207 assigned as 0.4 myr before end-Cretaceous.  Diachronous (p.16, ODP Leg 171B Expl. Notes); with Boreal FAD later than Tethyan (Von Salis, 1998, SEPM chart).  Assigned previously (1998) as simply 1 myr prior to end of Cretaceous (ODP Leg 171B assignment, and average of Tethyan/Boreal of von Salis).<br><br>Micula prinsii<br><img align=""middle"" src=""Micula_prinsii.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Nannoliths/Polycyclolithaceae/Micula/Micula%20prinsii"">Micula prinsii</a> ].  <br><br>"											
	"Nephrolithus frequens <img align=""middle"" height=""40"" src=""Nephrolithus frequens_SEM.png"">"	67.84		"Nephrolithus frequens: <br><br>CC26 begins with FAD of either N. frequens or C. kamptneri (for proximal).  Within Chron 31n at low latitudes; but Austral-high-latitude is older (in mid-Chron C31r) at Maud Rise (see Huber et al'08, also as suggested on SEPM98 chart).  Huber et al'08 compute as 67.44 Ma relative to GTS04 magnetics = C30n.14; which is close to the C30n.25 of Voight et al (submitted to EPSL) based on C13 correlations; therefore C30n.2 is used here.   Burnett'98 schematically shows as about 40% up in B. argenta / junior Belemnite Zone (NW Europe), which is just slightly (0.2 myr) younger.   Burnett'98 states that N. frequens has a well-documented diachronous FO"", which is youngest at northern high latitudes.  SEPM'98 assigned FAD as 3/10 up between top of J. nebrascensis Z. and end of Maastrichtian; and a ""younger"" (high Boreal?) FAD as 5/10 up between top of J. nebrascensis Z. and end of Maastrichtian.  Leg 207 assigned as 0.8 myr before end-Cretaceous => closer to Boreal placement on SEPM98.<br><br>Nephrolithus frequens<br><img align=""middle"" src=""Nephrolithus frequens_SEM.png""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Nephrolithus_frequens.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Podorhabdales/Axopodorhabdaceae/Nephrolithus/Nephrolithus%20frequens"">Nephrolithus frequens</a> ].  <br><br>"											
	"Micula murus <img align=""middle"" height=""40"" src=""Micula murus_SEM.png"">"	69		"Micula murus: <br><br>FAD of M. murus (base of Zone CC25c of Self-Trail'01) assigned by Huber et al'08 as 68.45 Ma (corrected) relative to GTS04 magnetics (upper Chron C31n) = C31n.3  DASH (partly from inconsistencies in their text):  Leg 207 assigned as 1.2 myr before end-Cretaceous (arbitrary equal-spacing of FADs of M. murus, N. frequens, and M. prinsii); but SEPM98 placement used in GTS04 was base Chron C31n).  DASHED -- Diachronous (p.16, ODP Leg 171B Expl. Notes). <br><br>Micula murus<br><img align=""middle"" src=""Micula murus_SEM.png""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Micula_murus.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Nannoliths/Polycyclolithaceae/Micula/Micula%20murus"">Micula murus</a> ].  <br><br>"											
	"Lithraphidites quadratus <img align=""middle"" height=""40"" src=""Lithraphidites quadratus_SEM.png"">"	69.18		"Lithraphidites quadratus: <br><br>Lowermost Chron C31n, which Huber et al'08 interpolate as 68.70 Ma (GTS scale) = C31n.05.  However, Voight et al. (submitted to EPSL, June 2011) put it slightly higher (about C31n.15); therefore C31n.1 is used here.  Burnett'98 schematically shows as about 80% up in B. junior / tegulatus Belemnite Zone (NW Europe) = 68.48 Ma which is about 0.7 myr higher; and Voight '11 suggests that there is diachroneity.  SEPM98 shows as 0.1 myr after M. murus (used here).  However, GTS04 diagram (Fig.19.1) places Before (mid-way between M. murus and LAD of R. levis) -- used here for ""GTS04"".<br><br>Lithraphidites quadratus<br><img align=""middle"" src=""Lithraphidites quadratus_SEM.png""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Lithraphidites_quadratus.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Nannoliths/Microrhabdulaceae/Lithraphidites/Lithraphidites%20quadratus"">Lithraphidites quadratus</a> ].  <br><br>"											
	"Uniplanarius trifidum <img align=""middle"" height=""40"" src=""Uniplanarius trifidus_SEM.png"">"	76.82		"Uniplanarius trifidum: <br><br>Also known as Quadrum trifidum.  Huber et al'08 review and conclude C33n.55 (used here) is best calibration (76.29 Ma relative to GTS04 magnetics; although their text says ""C33n.65"" -- we assumed their age model was correct, not text).  Bralower et al. (1995) suggest this is coeval with FAD of foraminifer G. calcarata (about 0.8 myr younger), which may indicate uncertainty in Campanian inter-correlations.  SEPM'98 had assigned FAD as base of Late Campanian (base D. nebrascense zone).  Slighly below base-Calcarata in Tanzania (Petrizzo et al'11).<br><br>Uniplanarius trifidum<br><img align=""middle"" src=""Uniplanarius trifidus_SEM.png""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Uniplanarius_trifidus_optical.png""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Nannoliths/Polycyclolithaceae/Uniplanarius/Uniplanarius%20trifidus"">Uniplanarius trifidum</a> ].  <br><br>"											
	"Uniplanarius sissinghii <img align=""middle"" height=""40"" src=""Uniplanarius sissinghii_SEM.png"">"	77.61		"Uniplanarius sissinghii: <br><br>Also known as Quadrum sissingh.  Huber et al'08 cite Erba et al'95 as C33n.45; but their 77.10 Ma ""relative to GTS04 magnetics"" implies C33n.41 (used here).  Seems an arbitrary 1 myr below FAD of U. trifidum in Leg 171/207 tables.<br><br>Uniplanarius sissinghii<br><img align=""middle"" src=""Uniplanarius sissinghii_SEM.png""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Uniplanarius_sissinghii.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Nannoliths/Polycyclolithaceae/Uniplanarius/Uniplanarius%20sissinghii"">Uniplanarius sissinghii</a> ].  <br><br>"											
	"Ceratolithoides aculeus <img align=""middle"" height=""40"" src=""Ceratolithoides aculeus_SEM.png"">"	79		"Ceratolithoides aculeus: <br><br>Just above base of C. plummera Foram Zone according to M. Petrizzo (June 2011 workshop notes) => assigned here as 0.2 myr above.  This FAD age-projection is very similar from estimate in ODP 171/207, which had coincided with mid-B. perplexus (late) zone.<br><br>Ceratolithoides aculeus<br><img align=""middle"" src=""Ceratolithoides aculeus_SEM.png""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Ceratolithoides_aculeus.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Nannoliths/Nannoliths%20inc%20sed%20-%20other/Ceratolithoides/Ceratolithoides%20aculeus"">Ceratolithoides aculeus</a> ].  <br><br>"											
	"Misceomarginatus pleniporus <img align=""middle"" height=""40"" src=""Misceomarginatus pleniporus_SEM.png"">"	80.97		"Misceomarginatus pleniporus: <br><br>Burnett'98 shows schematically as base of B. obtusus Zone of N. Amer. (= base of Middle Campanian)  SEPM'98 assigned FAD as 6/10 up in S. hippocrepis II Z. <br><br>Misceomarginatus pleniporus<br><img align=""middle"" src=""Misceomarginatus pleniporus_SEM.png""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Misceomarginatus_pleniporus.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Eiffellithales/Chiastozygaceae/Misceomarginatus/Misceomarginatus%20pleniporus"">Misceomarginatus pleniporus</a> ].  <br><br>"											
	"Broinsonia parca parca <img align=""middle"" height=""40"" src=""Broinsonia parca subsp. parca_SEM.png"">"	81.43		"Broinsonia parca parca: <br><br>Burnett'98 schematically shows as about 40% up in S. hippocrepis III Zone of N. Amer.  SEPM'98 assigned FAD as 3/10 up in S. hippocrepis I Zone.  Subzone UC14a is very brief.  Also called ""Aspidolithus parcus parcus"" in some schemes.   Base of preceeding B. parcus expansus is probably the ""parca"" one just above the boundary, and parca-parca occurs higher (J. Bergen 2005 pers. Commun.).<br><br>Broinsonia parca parca<br><img align=""middle"" src=""Broinsonia parca subsp. parca_SEM.png""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Broinsonia_parca_parca.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Arkhangelskiales/Arkhangelskiellaceae/Broinsonia/Broinsonia%20parca/Broinsonia%20parca%20subsp.%20parca"">Broinsonia parca parca</a> ].  <br><br>"											
	"Arkhangelskiella cymbiformis <img align=""middle"" height=""40"" src=""Arkhangelskiella_cymbiformis_sem.jpg"">"	83.48		"Arkhangelskiella cymbiformis: <br><br>Arkhangelskiella cymbiformis (sensu Burnett'98b) FAD is schematically by Burnett'98 shown as middle of S. leei III Zone of N. Amer.  [Rarely used by others]<br><br>Arkhangelskiella cymbiformis<br><img align=""middle"" src=""Arkhangelskiella_cymbiformis_sem.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Arkhangelskiella_cymbiformis.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Arkhangelskiales/Arkhangelskiellaceae/Arkhangelskiella/Arkhangelskiella%20cymbiformis"">Arkhangelskiella cymbiformis</a> ].  <br><br>"											
	"Calculites obscurus <img align=""middle"" height=""40"" src=""Calculites obscurus_SEM.png"">"	84.59		"Calculites obscurus: <br><br>Leg 207 places at essentially Late/Middle Santonian boundary (base of D. bassleri zone)<br><br>Calculites obscurus<br><img align=""middle"" src=""Calculites obscurus_SEM.png""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Calculites_obscurus.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Holococcoliths/Common%20genera/Calculites/Calculites%20obscurus"">Calculites obscurus</a> ].  <br><br>"											
	"Lucianorhabdus cayeuxii <img align=""middle"" height=""40"" src=""Lucianorhabdus cayeuxii_SEM.png"">"	86.4		"Lucianorhabdus cayeuxii: <br><br>Assigned here as ca. 85% up in Magadiceramus crenelatus inoceramid zone, based on Ten Mile Creek candidate for base-Santonian (although base of that zone is not established).  Schematic diagram in Burnett'98 suggests about base of P. serratomarginatus ammonite Zone.   In contrast, Boreal column in SEPM'98 assigned FAD nearly 2 myr Higher -- just below top of C. saxitonianus-I. undulatoplicatus Zone in mid-Santonian !!   A lowermost-Santonian or uppermost-Coniacian (depending on future definition, and correlation to W.Interior ammonite usage) is supported by base-Santonian GSSP study, where L. cayeuxii is above base-D. asymetrica Foram Zone (the working definition of base-Santonian here; although age-calibration is uncertain), and just below the proposed macrofossil definition.  Estimates (SEPM, Leg 171/207) seem to converge on placement at Middle/Early Santonian boundary (base of C. vermiformis zone).   SEPM'98 had assigned Just above (0.1 myr) the LAD of S. septenarius; but order is opposite in Burnett's UC system.<br><br>Lucianorhabdus cayeuxii<br><img align=""middle"" src=""Lucianorhabdus cayeuxii_SEM.png""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Lucianorhabdus cayeuxii_optical.png""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Holococcoliths/Common%20genera/Lucianorhabdus/Lucianorhabdus%20cayeuxii"">Lucianorhabdus cayeuxii</a> ].  <br><br>"											
	"Lithastrinus grillii <img align=""middle"" height=""40"" src=""Lithastrinus grillii_SEM.png"">"	86.53		"Lithastrinus grillii: <br><br>Assigned here as ca. 70% up in Magadiceramus crenelatus inoceramid zone, based on relative spacing of nannofossil events at Ten Mile Creek candidate for base-Santonian (although base of that zone is not established) for the higher L. cayeuxii compared to both events at Olazagutia (Spainish base-Santonian candidate).  Schematic diagram in Burnett'98 suggests about 40% up in G. margae ammonite Zone. Subzone UC11a is very brief.  SEPM'98 had assigned Same age as FAD of R. anthorphorus; but these are separated in Burnett'98.<br><br>Lithastrinus grillii<br><img align=""middle"" src=""Lithastrinus grillii_SEM.png""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Lithastrinus_grillii.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Nannoliths/Polycyclolithaceae/Lithastrinus/Lithastrinus%20grillii"">Lithastrinus grillii</a> ].  <br><br>"											
	"Reinhardtites anthophorus <img align=""middle"" height=""40"" src=""Reinhardtites anthophorus_SEM.png"">"	88.14	dashed	"Reinhardtites anthophorus: <br><br>DASH:  Burnett'98 notes that ""FO of Reinhardtites anthophorus is an unreliable datum.  Its inception, which is widely believed to be in the Coniacian, is somewhat obscure.  (etc).  Therefore, assigned here as mid-Zone UC10 (Burnett's placement of its discussion) with a Dash.  SEPM'98 assigned FAD as 1/10 up in C. saxitonianus -I. undulatoplicatus Z.   In contrast, Leg 171B assigns to base of Santonian (but, of course, pending definition).  <br><br>Reinhardtites anthophorus<br><img align=""middle"" src=""Reinhardtites anthophorus_SEM.png""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Reinhardtites_anthophorus.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Eiffellithales/Chiastozygaceae/Reinhardtites/Reinhardtites%20anthophorus"">Reinhardtites anthophorus</a> ].  <br><br>"											
	"Micula stauropora <img align=""middle"" height=""40"" src=""Micula staurophora_SEM.png"">"	89.75		"Micula stauropora: <br><br>Same as ""Micula decussata"".  Burnett'98 assigns as essentially at base of P. tridorsatum Zone (used here).  FAD is Late/Middle Coniacian boundary in Leg 171 and Tethyan SEPM column; BUT placed at Middle/Early Coniacian in Boreal SEPM column.  <br><br>Micula stauropora<br><img align=""middle"" src=""Micula staurophora_SEM.png""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Micula_staurophora.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Nannoliths/Polycyclolithaceae/Micula/Micula%20staurophora"">Micula stauropora</a> ].  <br><br>"											
	"Marthasterites furcatus <img align=""middle"" height=""40"" src=""Marthasterites_furcatus_sem.jpg"">"	90.22		"Marthasterites furcatus: <br><br>SEPM'98 had assigned FAD as base of S. nigricollensis<br><br>Marthasterites furcatus<br><img align=""middle"" src=""Marthasterites_furcatus_sem.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Marthasterites_furcatus.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Nannoliths/Nannoliths%20inc%20sed%20-%20other/Marthasterites/Marthasterites%20furcatus"">Marthasterites furcatus</a> ].  <br><br>"											
	"Lithastrinus septenarius (sensu lato) <img align=""middle"" height=""40"" src=""Lithastrinus septenarius_SEM.png"">"	90.5	dashed	"Lithastrinus septenarius (sensu lato): <br><br>DASHED -- has a long transition with different concepts of species FAD (Dave Watkins; at UCL working group, June 2011) => ""sensu lato"" used here for earlier FAD.   Schematic diagram in Burnett'98 suggests this FAD is about 20% up in R. ornatissimum subzone of C. woollgari Zone (used here).  In contrast, SEPM'98 had assigned as Just below (0.1 myr) the Middle/Early Coniacian boundary in Tethyan column.   Same as L. ""moratus"" of Varol, 1992. .  BUT, to maintain proportions within C12 (UC8) when its basal marker is shifted upward, then fixed as 44% up in CC12.<br><br>Lithastrinus septenarius (sensu lato)<br><img align=""middle"" src=""Lithastrinus septenarius_SEM.png""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Lithastrinus_septenarius.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Nannoliths/Polycyclolithaceae/Lithastrinus/Lithastrinus%20septenarius"">Lithastrinus septenarius (sensu lato)</a> ].  <br><br>"											
	"Eiffellithus eximius <img align=""middle"" height=""40"" src=""Eiffellithus eximius_SEM.png"">"	90.72	dashed	"Eiffellithus eximius: <br><br>DASHED (Brian Huber, email Jan2016) at 0.5myr below Base of Furcata (base C11):  ""The eximius datum is too low and is being revised by David Watkins based on our Tanzania work (paper in prep probably for Marine Micropaleo). It should be placed just below the FAD of furcatus.""   Was GTS2012  -- For now, FAD of E. eximius assigned as assigned as 80% up in M. nodosoides Zone (from schematic diagram in Burnett'98).  Also put as coeval with foram H. helvetica LAD; but it seems diachronous relative to LAD of H. helvetica (above LAD at Demerara Rise Leg 207; within Helvetica zone at Tanzania and S. Atl.  Pueblo (USA) => can get cyclestrat for both events (Dave Watkins; but he needs to check it).   SEPM'98 assigned FAD at about 1 myr higher.  Dual-markers (Eiffellithus eximius, Lucianorhabdus maleformis) for base of CC12; but separated in Burnett'98.  SEPM'98 had assigned both FADs as middle of P. percarinatus Z.<br><br>Eiffellithus eximius<br><img align=""middle"" src=""Eiffellithus eximius_SEM.png""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Eiffellithus_eximius.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Eiffellithales/Eiffellithaceae/Eiffellithus/Eiffellithus%20eximius"">Eiffellithus eximius</a> ].  <br><br>"											
	"Kamptnerius magnificus <img align=""middle"" height=""40"" src=""Kamptnerius magnificus_SEM.png"">"	90.72	dashed	"Kamptnerius magnificus: <br><br>DASH:  Burnett'98 ""FO of consistently-occurring K. magnificus lies areound the FO of E. eximius."" (used here)  Not in Leg 207 table or SEPM chart; but highlighted by Bralower-Leckie as base of NC14 with assigned age of 91.8 Ma (using Gradstein et al., 1994 scale), which projects as 5% up in C. woollgari Zone.  However, FAD ranges as low as lower-Lower Turonian and as high as lower-Middle Turonian (Sudeep Kanungo, UCL thesis, June 2005; and pers. commun., Oct 2005 at EGI]<br><br>Kamptnerius magnificus<br><img align=""middle"" src=""Kamptnerius magnificus_SEM.png""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Kamptnerius_magnificus.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Arkhangelskiales/Kamptneriaceae/Kamptnerius/Kamptnerius%20magnificus"">Kamptnerius magnificus</a> ].  <br><br>"											
	"Quadrum gartneri <img align=""middle"" height=""40"" src=""Quadrum gartneri_SEM.png"">"	93.75	dashed	"Quadrum gartneri: <br><br>SOLID (Brian Huber, email Jan2016) at 0.15 myr above base Turonian -- ""FAD gartneri calculated as 93.75 Ma for Pueblo GSSP section in Huber, B. T., and Petrizzo, M. R., 2014 (Evolution and taxonomic study of the Cretaceous planktonic foraminifer Genus Helvetoglobotruncana Reiss, 1957 Journal of Foraminiferal Research, v. 44, p. 40-57). Should be solid line.""    In GTS2012 was DASH:  ""Just above base-Turonian at top of Devonense Zone (Dave Watkins; UCL Cret nanno workshop; June 2011) -- used here.  This is lower (by about 0.5 myr) than schematic diagram in Burnett'98, which suggests about 1/3rd up in M. nodosoides Zone.  This is similar to placement at Base of M. nodosoides Zone [Sudeep Kanungo, UCL thesis, June 2005; and pers. commun., Oct 2005 at EGI].  This is higher than the base of Turonian (Leg 171/207 placements) by 0.8 myr.  In contrast, Boreal column in SEPM'98 had placed Q. garneri FAD as much lower -- in Cenomanian (!!) at 4/10 up in N. juddii Z.  <br><br>Quadrum gartneri<br><img align=""middle"" src=""Quadrum gartneri_SEM.png""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Quadrum_gartneri.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Nannoliths/Polycyclolithaceae/Quadrum/Quadrum%20gartneri"">Quadrum gartneri</a> ].  <br><br>"											
	"Lithraphidites acutus, Microrhabdulus decoratus <img align=""middle"" height=""40"" src=""Lithraphidites_acutus_sem.jpg""><img align=""middle"" height=""40"" src=""Microrhabdulus decoratus_SEM.png"">"	96.16		"Lithraphidites acutus, Microrhabdulus decoratus: <br><br>FAD of L. acutus occurs near Thatcher Limestone in Western Interior (Andy Gale, UCL Cret nanno-foram workshop; June 2011) => In Conlinoceras tarrantense (=Conlinoceras gilberti) ammonite zone.  Assigned here as middle of that Zone.  Base of CC10 has dual-markers (M. decoratus; L. acutus).  SEPM'98 has assigned both as Middle of A. granerosense zone (used here); but Leg 207 projects age as base of Middle Cenomanian (~1 myr below)<br><br>Lithraphidites acutus<br><img align=""middle"" src=""Lithraphidites_acutus_sem.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Lithraphidites_acutus.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Nannoliths/Microrhabdulaceae/Lithraphidites/Lithraphidites%20acutus/Lithraphidites%20acutus%20subsp.%20acutus"">Lithraphidites acutus</a> ].  <br><br>Microrhabdulus decoratus<br><img align=""middle"" src=""Microrhabdulus decoratus_SEM.png""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Microrhabdulus decoratus_optical.png""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Nannoliths/Microrhabdulaceae/Microrhabdulus/Microrhabdulus%20decoratus"">Microrhabdulus decoratus</a> ].  "											
	"Gartnerago segmentatum <img align=""middle"" height=""40"" src=""Gartnerago segmentatum_SEM.png"">"	98.26		"Gartnerago segmentatum: <br><br>Called ""G. obliquum"" by some authors; but Burnett'98  indicates that true ""obliquum"" comes in within mid-UC2c, or about 1 myr higher.  Burnett'98 assigns as basal (but not base) of M. dixoni ammonite zone, so set as 5% up here.  However, it is mainly a cold-realm datum.<br><br>Gartnerago segmentatum<br><img align=""middle"" src=""Gartnerago segmentatum_SEM.png""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Gartnerago_segmentatum.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Arkhangelskiales/Kamptneriaceae/Gartnerago/Gartnerago%20segmentatum"">Gartnerago segmentatum</a> ].  <br><br>"											
	"Corollithion kennedyi <img align=""middle"" height=""40"" src=""Corollithion_kennedyi_optical.png"">"	100.45		"Corollithion kennedyi: <br><br>Leg 171 observed as 2 precession cycles (0.05 myr) above base-Rotalipora globotruncanoides (base of Cenomanian); used here.  Jackie Lee assigned much higher -- 40% up in N. carcitanense subzone.  SEPM'98 assigned tropical FAD as middle of N. americanus Z.<br><br>Corollithion kennedyi<br><img align=""middle"" src=""Corollithion_kennedyi_optical.png""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Stephanolithiales/Stephanolithiaceae/Corollithion/Corollithion%20kennedyi"">Corollithion kennedyi</a> ].  <br><br>"											
	"Eiffellithus turriseiffelii <img align=""middle"" height=""40"" src=""Eiffellithus_turriseiffelii.jpg"">"	103.13		"Eiffellithus turriseiffelii: <br><br>2 events are used, depending on morphotype.  Small is earlier.  Large (USED HERE) is base of M. fallax ammonite zone at Col de Palluel (Gale et al., 2011) (used here, because have cycle-strat for that foram zone).  Bown'98 has schematically shown as 90% up in M. inflatum Zone, which is same numerical-age level.  Bralower-Leckie, 1997, had put slightly lower -- coeval with FAD of foraminifer R. ticinensis.  SEPM'98 assigned Boreal FAD as 7/10 up in E. loricatus Z., E. meandrinus s.z.  or Tropical as just below (0.15 myr) the base of H. orbignyi subzone.<br><br>Eiffellithus turriseiffelii<br><img align=""middle"" src=""Eiffellithus_turriseiffelii.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Eiffellithales/Eiffellithaceae/Eiffellithus/Eiffellithus%20turriseiffelii"">Eiffellithus turriseiffelii</a> ].  <br><br>"											
